Temperature (°C),Humidity (%),Moisture Level (%),Soil Type,Crop Type,pH Level,Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Fertilizer Recommendation
22.0,38.4,47.6,Silty,Sugarcane,5.2,54.3,18.6,77.0,DAP
35.3,30.4,17.4,Loamy,Cotton,6.6,48.0,8.8,10.6,DAP
31.5,64.3,23.2,Loamy,Rice,5.0,45.2,40.1,49.1,Gypsum
17.8,51.3,59.5,Sandy,Sugarcane,6.6,80.5,46.5,54.3,DAP
33.9,83.3,52.0,Clayey,Sugarcane,7.8,14.6,15.9,51.1,Urea
18.7,36.9,18.7,Peaty,Rice,7.5,75.4,18.6,72.5,DAP
20.4,39.1,41.4,Chalky,Cotton,4.9,57.2,41.4,15.0,Potash
30.0,57.4,47.5,Peaty,Tomato,5.6,43.9,48.7,69.3,Gypsum
27.2,69.3,22.8,Loamy,Wheat,6.4,87.3,21.4,33.2,Potash
15.4,32.8,25.3,Sandy,Rice,5.8,74.2,11.0,58.6,DAP
22.2,63.8,24.1,Sandy,Maize,7.0,32.6,18.0,28.1,DAP
18.0,44.4,47.5,Clayey,Maize,4.6,39.9,31.7,13.1,Potash
15.8,34.3,46.8,Chalky,Wheat,7.4,74.9,29.7,34.6,Gypsum
37.5,80.5,49.1,Silty,Rice,8.0,35.7,31.4,61.7,SSP
27.1,66.5,28.9,Chalky,Maize,6.2,65.9,15.5,35.2,DAP
15.2,57.8,25.1,Peaty,Wheat,6.2,82.0,26.5,55.4,Potash
30.8,55.8,45.7,Clayey,Maize,6.8,16.3,44.9,17.5,Urea
22.9,64.1,54.0,Peaty,Wheat,5.2,94.3,28.8,56.2,Gypsum
33.1,53.4,36.2,Sandy,Rice,8.2,52.8,5.4,21.2,DAP
30.1,36.8,56.2,Silty,Sugarcane,7.8,81.9,16.4,20.8,DAP
39.8,37.0,21.7,Sandy,Sugarcane,6.6,20.3,23.4,23.8,Urea
24.2,41.9,52.3,Peaty,Sugarcane,8.0,74.5,39.0,78.3,SSP
35.4,62.8,57.0,Sandy,Sugarcane,8.2,15.7,15.2,20.3,Urea
19.3,50.6,59.3,Sandy,Cotton,6.3,83.6,46.6,30.4,SSP
24.1,50.3,43.3,Clayey,Tomato,6.3,89.9,9.2,58.2,DAP
31.2,85.8,58.7,Silty,Tomato,4.9,84.5,13.2,79.0,DAP
32.4,79.6,42.3,Chalky,Maize,7.8,72.8,16.6,70.0,DAP
16.5,75.5,40.9,Chalky,Cotton,6.8,29.7,34.9,78.2,Urea
34.0,47.4,32.0,Chalky,Sugarcane,6.2,31.7,6.6,13.0,DAP
25.3,69.5,33.0,Sandy,Cotton,7.0,49.0,48.2,59.0,SSP
27.0,46.8,23.0,Peaty,Wheat,8.0,48.1,31.2,28.6,Potash
30.3,77.7,38.2,Loamy,Maize,5.1,87.5,42.4,28.4,Potash
23.9,35.8,20.3,Peaty,Potato,5.2,13.4,9.7,40.8,Urea
24.5,37.5,15.5,Silty,Wheat,6.8,55.9,38.2,28.1,Potash
36.9,76.4,54.1,Sandy,Maize,4.7,95.6,37.5,52.1,Gypsum
32.0,66.8,11.5,Clayey,Wheat,6.6,62.2,45.8,49.2,Urea
19.7,69.1,35.8,Loamy,Rice,5.7,76.3,34.6,30.3,Complex Fertilizer
39.2,53.1,15.6,Peaty,Potato,7.2,72.1,32.6,40.5,Potash
34.1,32.9,16.5,Chalky,Wheat,5.9,76.9,5.6,73.6,DAP
38.4,43.8,28.3,Sandy,Cotton,4.7,48.2,39.5,39.0,Gypsum
19.3,56.2,19.5,Loamy,Maize,6.6,92.3,36.4,66.0,Urea
22.6,52.1,31.7,Clayey,Wheat,4.8,73.2,49.7,78.8,Gypsum
31.9,54.8,39.8,Clayey,Tomato,5.7,43.8,37.8,20.6,Potash
33.2,61.9,18.5,Clayey,Rice,6.3,11.1,13.8,78.4,Urea
39.3,80.5,26.5,Sandy,Potato,6.7,15.4,25.1,26.8,Urea
38.9,87.7,30.8,Silty,Maize,4.6,40.1,18.6,16.9,DAP
24.3,31.0,43.0,Loamy,Maize,6.3,73.9,45.4,23.0,Potash
21.1,75.2,18.6,Peaty,Cotton,7.5,36.3,17.5,46.2,DAP
19.8,72.5,25.0,Silty,Potato,5.3,92.9,26.8,10.1,Potash
26.4,72.6,50.0,Clayey,Cotton,7.9,17.0,28.7,79.6,Urea
16.5,32.7,44.3,Chalky,Rice,8.2,32.0,28.8,71.4,SSP
38.4,62.6,14.9,Sandy,Sugarcane,4.8,34.2,7.8,71.4,DAP
19.1,30.9,14.7,Silty,Rice,7.7,83.2,16.3,16.0,DAP
22.6,59.9,54.7,Clayey,Rice,7.3,18.8,18.3,24.4,Urea
28.7,89.8,47.8,Peaty,Sugarcane,5.4,60.7,10.1,74.3,DAP
15.5,46.3,44.7,Sandy,Sugarcane,6.0,99.2,17.3,23.2,DAP
33.6,31.4,18.5,Peaty,Potato,8.0,10.4,43.8,73.6,Urea
20.0,71.2,35.3,Peaty,Maize,7.0,65.5,34.8,29.0,Potash
27.2,83.7,33.9,Chalky,Cotton,7.5,67.9,22.1,14.2,Potash
35.9,52.6,33.4,Loamy,Cotton,7.8,25.6,40.6,26.8,Urea
31.0,61.9,15.3,Loamy,Cotton,7.0,28.0,22.6,47.9,Urea
23.2,72.8,29.7,Sandy,Tomato,8.0,99.9,34.4,76.4,SSP
16.9,82.3,10.6,Clayey,Potato,6.9,45.6,6.4,16.3,DAP
24.0,33.8,36.4,Silty,Wheat,5.1,73.1,11.8,69.1,DAP
24.0,76.0,15.0,Loamy,Sugarcane,5.0,79.5,48.7,72.1,Gypsum
22.3,58.6,52.1,Sandy,Maize,8.4,47.1,41.3,48.5,SSP
15.9,38.8,51.0,Peaty,Tomato,7.5,66.3,19.2,19.4,DAP
15.7,63.9,22.6,Silty,Potato,6.3,31.4,16.7,53.4,DAP
26.4,85.3,58.7,Sandy,Wheat,6.4,65.9,18.8,23.9,DAP
15.5,66.9,49.4,Silty,Potato,4.7,10.8,45.1,15.2,Urea
17.9,86.5,34.2,Chalky,Wheat,4.5,32.6,5.1,56.3,DAP
38.4,30.5,45.2,Silty,Sugarcane,8.4,23.5,30.2,17.0,Urea
27.1,69.9,34.8,Sandy,Potato,6.9,15.3,48.3,78.8,Urea
35.8,35.1,25.8,Chalky,Tomato,8.1,15.0,49.4,64.7,Urea
37.2,78.1,59.0,Sandy,Tomato,6.2,78.4,13.3,56.7,DAP
32.5,87.7,23.0,Clayey,Cotton,6.4,43.2,18.4,36.4,DAP
35.3,83.8,42.0,Loamy,Sugarcane,5.7,44.8,24.2,51.2,Complex Fertilizer
15.0,55.1,31.7,Loamy,Rice,8.0,39.8,40.1,22.0,Potash
17.8,37.7,45.9,Clayey,Wheat,6.2,87.1,13.8,76.6,DAP
39.6,72.5,38.2,Silty,Tomato,6.3,84.9,34.2,70.7,Potash
34.1,37.4,45.9,Sandy,Wheat,8.1,12.7,5.0,36.4,Urea
33.2,64.2,17.0,Sandy,Cotton,6.2,21.9,24.7,52.4,Urea
17.6,61.0,45.1,Loamy,Cotton,7.6,21.1,22.8,65.0,Urea
22.2,88.5,58.2,Sandy,Sugarcane,7.2,76.8,14.7,72.8,DAP
31.4,56.8,26.3,Loamy,Maize,7.1,10.8,20.8,78.9,Urea
22.4,31.8,23.0,Chalky,Rice,8.2,50.6,17.4,16.9,DAP
25.5,58.9,11.0,Loamy,Rice,5.6,79.7,33.0,73.3,SSP
18.0,36.8,54.8,Sandy,Cotton,7.4,11.9,23.0,25.5,Urea
16.6,34.3,18.9,Loamy,Rice,6.3,90.9,13.2,52.7,DAP
33.4,32.6,28.5,Chalky,Wheat,7.3,54.3,11.3,78.2,DAP
19.3,39.3,17.3,Silty,Cotton,6.6,65.3,16.9,46.2,DAP
18.2,62.7,25.9,Clayey,Sugarcane,6.9,23.2,14.0,63.0,Urea
33.2,48.3,28.9,Peaty,Maize,7.9,77.0,19.6,53.5,DAP
27.1,51.0,51.7,Sandy,Sugarcane,6.5,77.9,9.4,65.9,DAP
29.0,64.2,35.0,Chalky,Maize,5.1,66.0,49.9,13.2,Potash
26.8,30.5,32.9,Clayey,Potato,4.6,50.4,39.4,20.7,Potash
29.7,45.4,51.4,Loamy,Potato,5.7,83.6,39.9,45.0,Gypsum
32.7,72.9,42.2,Sandy,Rice,6.4,67.4,12.2,24.0,DAP
24.8,89.8,52.3,Peaty,Wheat,7.6,61.8,49.4,41.9,SSP
18.5,59.4,42.2,Loamy,Potato,5.1,45.4,9.3,68.1,DAP
32.5,82.8,56.0,Sandy,Potato,8.0,81.0,13.6,22.8,DAP
24.6,48.5,40.1,Sandy,Potato,5.3,81.1,23.0,46.7,Gypsum
26.2,89.6,32.2,Sandy,Maize,4.6,24.4,48.6,47.9,Urea
18.1,35.7,39.1,Loamy,Sugarcane,4.8,74.0,35.5,26.7,Potash
23.7,51.6,32.4,Loamy,Cotton,7.9,21.4,48.5,44.4,Urea
22.6,75.5,30.6,Loamy,Tomato,7.5,39.2,37.2,63.7,Potash
36.1,57.5,34.6,Sandy,Rice,4.6,55.4,39.8,39.9,Gypsum
32.1,81.1,51.0,Sandy,Potato,7.5,55.7,39.4,68.6,SSP
30.4,52.5,44.9,Silty,Wheat,4.9,12.0,42.4,65.7,Urea
39.0,61.6,33.8,Loamy,Cotton,6.9,29.5,9.0,56.9,Urea
39.0,66.0,17.6,Loamy,Sugarcane,5.2,63.3,33.8,66.2,Gypsum
25.1,33.1,54.7,Peaty,Potato,4.7,33.1,46.8,56.2,Gypsum
39.6,57.5,27.2,Chalky,Sugarcane,8.0,44.2,15.0,38.4,DAP
16.3,61.1,26.9,Peaty,Maize,7.6,36.3,26.4,57.2,SSP
25.7,78.0,55.9,Sandy,Potato,7.9,97.5,32.4,56.8,SSP
34.8,61.8,55.1,Chalky,Rice,5.2,36.8,31.1,61.8,Gypsum
28.4,38.4,17.3,Sandy,Sugarcane,5.0,90.6,26.9,66.9,Gypsum
18.1,72.0,13.0,Clayey,Potato,7.4,70.2,38.1,36.7,Gypsum
35.8,39.0,40.4,Peaty,Cotton,5.2,29.2,35.3,52.5,Urea
25.7,83.7,46.5,Silty,Maize,5.8,81.3,7.9,70.8,DAP
33.5,58.4,14.3,Loamy,Rice,7.9,18.5,31.4,78.7,Urea
16.0,78.3,27.2,Loamy,Rice,5.4,35.4,31.5,59.4,Gypsum
17.4,68.3,26.8,Loamy,Cotton,7.3,56.7,41.5,28.0,Potash
36.1,51.4,10.6,Clayey,Cotton,5.7,52.2,14.1,58.9,DAP
30.4,86.8,37.5,Clayey,Cotton,7.4,20.7,26.2,70.5,Urea
36.0,34.2,57.5,Sandy,Wheat,4.5,42.1,24.2,60.0,Gypsum
35.1,63.5,45.8,Clayey,Maize,4.8,15.6,6.0,35.1,Urea
28.6,34.1,11.3,Sandy,Rice,7.2,30.9,19.9,60.0,DAP
34.6,63.7,31.7,Clayey,Maize,6.3,70.1,15.9,66.1,DAP
16.1,50.6,27.2,Silty,Rice,6.3,44.4,5.3,64.0,DAP
39.1,56.3,42.1,Chalky,Tomato,6.0,73.0,30.7,40.6,DAP
39.4,70.2,48.9,Loamy,Rice,5.0,15.3,35.1,44.1,Urea
39.4,33.9,25.4,Sandy,Tomato,5.2,21.6,44.3,69.0,Urea
31.0,56.8,36.2,Chalky,Rice,6.0,22.9,45.4,79.6,Urea
20.7,35.0,55.4,Clayey,Rice,6.4,54.3,45.4,69.8,Potash
15.8,81.3,12.4,Clayey,Cotton,6.8,18.2,31.0,72.8,Urea
26.4,36.9,58.7,Sandy,Maize,5.1,56.8,35.4,18.9,Potash
20.4,33.3,30.4,Chalky,Rice,8.0,87.1,12.7,54.8,DAP
23.2,60.2,36.4,Loamy,Rice,7.2,33.5,5.5,26.2,DAP
17.0,42.2,36.2,Chalky,Maize,7.0,61.8,37.0,73.0,Complex Fertilizer
21.1,58.7,13.2,Peaty,Potato,5.9,11.4,33.9,63.0,Urea
24.4,68.4,59.6,Peaty,Cotton,8.3,28.6,10.0,69.7,Urea
26.9,33.9,41.3,Peaty,Rice,5.4,18.0,43.8,46.7,Urea
23.6,89.0,40.9,Peaty,Cotton,4.7,23.2,19.4,20.1,Urea
40.0,45.6,12.4,Loamy,Wheat,6.5,21.6,33.2,49.6,Urea
22.1,39.0,42.7,Sandy,Rice,7.1,53.3,41.8,19.9,Potash
38.4,81.3,11.1,Chalky,Cotton,6.3,40.9,45.2,41.8,Complex Fertilizer
32.5,71.1,27.6,Clayey,Rice,7.6,25.1,21.9,63.2,Urea
36.3,44.8,19.0,Silty,Tomato,7.4,32.7,17.8,55.7,DAP
34.1,52.2,44.1,Clayey,Rice,7.3,42.6,34.3,65.7,Urea
32.8,31.1,20.2,Peaty,Sugarcane,4.8,14.8,49.6,26.0,Urea
20.3,60.8,11.5,Chalky,Sugarcane,5.9,16.5,30.9,52.4,Urea
18.5,55.2,36.3,Clayey,Cotton,6.9,61.7,15.5,72.6,DAP
29.8,68.4,24.3,Chalky,Sugarcane,6.2,12.0,42.3,66.6,Urea
36.8,83.7,57.2,Peaty,Sugarcane,5.1,47.5,47.9,78.2,Gypsum
25.7,86.1,14.3,Peaty,Potato,4.7,11.7,42.2,56.8,Urea
24.6,63.0,50.2,Peaty,Potato,6.7,23.5,34.1,21.7,Urea
31.2,77.7,37.7,Peaty,Tomato,8.4,23.9,21.5,43.1,Urea
31.8,72.8,33.9,Chalky,Maize,6.5,87.3,13.5,63.9,DAP
16.8,64.1,59.8,Chalky,Maize,8.4,54.7,42.2,14.1,Potash
20.6,84.6,30.4,Sandy,Maize,7.0,57.1,14.3,19.7,DAP
38.8,58.0,55.4,Peaty,Tomato,4.7,98.9,30.3,58.5,Gypsum
25.9,70.6,22.9,Silty,Cotton,6.2,45.3,17.7,37.3,DAP
39.9,34.9,27.3,Clayey,Potato,5.6,36.0,21.0,69.8,Complex Fertilizer
33.8,35.4,47.0,Silty,Sugarcane,5.6,65.4,18.5,33.6,DAP
15.8,84.5,36.1,Sandy,Cotton,6.9,88.1,43.0,11.7,Potash
18.5,41.7,18.7,Sandy,Wheat,5.7,64.5,25.3,10.9,Potash
39.2,37.5,17.2,Peaty,Potato,8.4,33.5,21.9,30.5,SSP
19.1,53.2,20.6,Loamy,Cotton,5.0,79.1,34.5,20.2,Potash
30.6,68.1,43.9,Peaty,Cotton,8.2,77.9,29.9,48.0,SSP
20.3,59.8,51.0,Clayey,Sugarcane,6.6,89.2,31.6,29.1,Potash
26.1,84.7,51.6,Peaty,Sugarcane,8.4,57.4,30.3,47.9,SSP
36.5,82.5,19.6,Clayey,Maize,5.0,90.6,10.3,26.6,DAP
26.8,54.1,53.0,Sandy,Tomato,7.0,94.9,32.7,38.9,Gypsum
15.2,80.5,49.1,Chalky,Potato,8.0,41.6,44.4,78.6,SSP
25.6,52.6,10.7,Chalky,Rice,7.8,54.6,36.8,79.6,SSP
29.1,50.7,13.2,Clayey,Maize,5.8,34.0,40.9,14.7,Potash
23.8,39.1,16.9,Peaty,Potato,8.5,18.1,23.2,74.5,Urea
24.6,85.1,12.4,Loamy,Maize,8.2,61.3,38.7,76.3,SSP
25.3,39.8,47.2,Sandy,Rice,8.1,26.0,5.5,69.2,Urea
21.8,89.9,44.8,Clayey,Rice,5.3,18.9,26.9,12.4,Urea
38.8,85.2,10.2,Peaty,Tomato,6.9,57.7,14.5,34.4,DAP
37.5,83.8,27.1,Clayey,Potato,5.9,95.5,23.3,33.9,Gypsum
15.4,76.1,58.8,Peaty,Cotton,6.5,46.1,30.6,58.1,Urea
17.6,43.6,36.6,Clayey,Maize,6.6,56.0,37.6,40.3,SSP
21.9,75.8,53.0,Loamy,Wheat,7.6,76.0,14.3,25.0,DAP
30.9,64.8,42.1,Clayey,Maize,4.9,77.3,13.8,75.4,DAP
28.3,56.8,35.8,Clayey,Tomato,7.8,63.1,40.7,31.8,SSP
30.5,47.4,53.8,Peaty,Potato,7.7,57.9,27.4,17.8,Potash
22.3,77.8,57.6,Chalky,Rice,7.8,70.8,24.0,17.7,Potash
19.9,52.3,59.9,Peaty,Maize,5.8,44.7,47.5,52.4,Potash
32.0,54.2,37.8,Peaty,Tomato,5.7,40.3,48.2,14.1,Potash
15.2,34.9,26.7,Silty,Tomato,6.5,83.3,41.0,65.2,Complex Fertilizer
29.6,36.9,22.8,Loamy,Cotton,5.5,97.4,14.4,38.7,DAP
15.1,84.5,29.2,Peaty,Wheat,5.5,48.4,25.8,43.4,Urea
21.5,50.8,31.1,Peaty,Potato,8.1,59.5,38.8,20.8,Potash
31.7,33.2,13.7,Silty,Sugarcane,8.1,70.8,48.6,42.3,SSP
21.9,30.4,14.2,Clayey,Maize,8.3,22.7,13.3,60.8,Urea
18.8,64.0,30.6,Clayey,Potato,6.3,14.0,11.9,23.4,Urea
24.0,43.5,21.3,Sandy,Wheat,5.9,98.2,27.7,15.7,Potash
37.6,89.9,31.6,Chalky,Maize,8.3,34.9,47.6,12.6,Potash
28.1,84.7,22.3,Peaty,Wheat,5.3,57.8,30.6,77.3,Gypsum
39.2,86.4,47.5,Peaty,Tomato,5.4,91.3,20.1,40.0,Gypsum
26.8,50.9,19.2,Sandy,Maize,7.1,45.2,42.8,26.2,Potash
17.7,47.8,58.6,Silty,Cotton,5.3,75.4,38.9,41.1,Gypsum
31.9,76.2,34.8,Clayey,Tomato,5.3,35.0,31.5,46.8,Gypsum
38.9,81.4,10.2,Clayey,Tomato,4.8,19.0,16.4,41.5,Urea
21.8,42.4,49.6,Clayey,Maize,5.1,83.8,21.7,39.3,Gypsum
26.6,78.5,45.6,Sandy,Rice,8.0,59.4,42.0,75.2,SSP
39.1,42.2,37.1,Peaty,Sugarcane,6.7,71.8,39.6,42.7,Urea
17.4,48.3,20.6,Chalky,Potato,8.2,40.3,39.8,23.6,Potash
16.0,69.8,40.3,Sandy,Sugarcane,4.8,53.7,18.1,36.7,DAP
17.6,42.8,15.0,Silty,Sugarcane,6.2,63.3,32.5,25.8,Potash
20.0,73.7,10.0,Silty,Potato,6.9,53.1,47.1,16.0,Potash
15.8,61.1,30.8,Silty,Maize,5.0,36.9,45.3,47.8,Gypsum
22.9,57.5,13.5,Chalky,Rice,7.2,11.4,47.4,16.0,Urea
19.2,64.3,28.9,Chalky,Maize,5.1,49.5,11.9,45.8,DAP
27.8,59.3,48.3,Silty,Potato,7.6,59.3,28.3,28.4,Potash
17.0,70.4,16.3,Chalky,Potato,7.4,45.0,30.3,74.4,Urea
38.1,32.9,15.3,Clayey,Cotton,8.1,25.1,17.4,58.6,Urea
28.4,61.7,17.1,Sandy,Tomato,7.1,80.7,38.4,62.3,DAP
39.9,77.9,43.3,Silty,Wheat,5.4,82.2,12.1,61.8,DAP
17.8,39.3,47.0,Clayey,Sugarcane,6.2,76.3,35.9,51.6,SSP
36.8,62.5,11.6,Clayey,Tomato,6.9,63.5,13.3,58.8,DAP
17.2,53.9,28.9,Chalky,Potato,7.6,36.7,22.8,49.1,SSP
25.5,70.2,16.4,Sandy,Wheat,7.8,42.7,48.2,33.4,SSP
30.1,85.9,12.0,Chalky,Sugarcane,6.6,55.0,46.2,31.6,Potash
37.9,61.9,15.9,Chalky,Tomato,5.0,14.9,9.2,47.5,Urea
27.0,37.1,44.7,Peaty,Cotton,5.7,14.6,39.3,78.2,Urea
27.7,53.5,28.9,Sandy,Sugarcane,6.6,22.0,12.0,33.8,Urea
27.0,67.0,54.9,Sandy,Maize,5.8,69.5,35.4,21.0,Potash
36.7,33.3,54.0,Loamy,Sugarcane,4.7,11.7,8.0,22.1,Urea
22.4,40.9,55.5,Peaty,Wheat,5.5,76.4,37.6,46.3,Potash
28.7,69.8,37.9,Loamy,Tomato,5.8,58.0,25.6,49.0,Potash
38.1,34.4,25.8,Loamy,Potato,7.6,63.7,13.0,53.9,DAP
20.1,56.8,34.1,Clayey,Sugarcane,5.8,77.3,40.1,26.6,Potash
25.9,61.9,47.2,Sandy,Cotton,6.2,99.7,5.6,75.2,DAP
30.4,65.6,56.5,Clayey,Maize,4.6,27.7,29.2,40.5,Urea
25.1,70.7,22.5,Loamy,Maize,8.4,44.5,7.1,54.8,DAP
15.8,34.8,40.2,Silty,Rice,6.9,80.0,9.7,35.1,DAP
31.5,66.4,38.5,Peaty,Sugarcane,7.6,40.3,11.0,76.4,DAP
37.0,83.0,53.6,Clayey,Cotton,7.7,36.4,26.6,50.2,SSP
19.1,80.0,39.3,Clayey,Cotton,5.7,72.6,46.1,37.2,SSP
25.6,89.6,52.9,Sandy,Cotton,5.5,35.3,14.1,41.9,DAP
35.4,40.0,22.8,Clayey,Potato,8.3,20.4,14.1,50.8,Urea
33.0,78.7,22.4,Loamy,Wheat,5.2,40.5,34.6,33.7,Gypsum
30.5,51.7,14.9,Peaty,Rice,7.2,25.1,17.9,72.8,Urea
21.9,71.0,51.1,Silty,Potato,4.9,40.0,6.1,33.6,DAP
21.8,81.0,49.2,Loamy,Rice,5.0,24.9,25.0,13.9,Urea
24.0,89.9,21.7,Sandy,Rice,7.0,12.5,30.8,76.3,Urea
20.6,43.3,40.9,Clayey,Rice,7.8,22.0,20.3,22.0,Urea
24.2,82.4,13.7,Chalky,Cotton,6.7,33.0,40.6,22.1,Potash
38.9,50.0,36.9,Sandy,Potato,7.8,39.0,31.1,41.5,SSP
37.7,87.9,54.3,Peaty,Cotton,8.0,58.8,23.6,25.6,Potash
38.3,64.3,12.3,Loamy,Rice,7.6,94.9,49.1,73.7,SSP
27.6,75.5,32.8,Peaty,Rice,6.3,48.2,39.3,33.4,Gypsum
22.0,89.9,50.7,Sandy,Sugarcane,5.7,18.5,41.3,21.9,Urea
37.3,79.2,47.6,Silty,Cotton,8.5,83.4,27.0,48.3,SSP
28.9,85.2,24.0,Loamy,Maize,6.8,86.9,11.3,59.2,DAP
38.0,53.7,13.2,Sandy,Sugarcane,5.5,27.2,25.1,30.0,Urea
36.2,44.0,21.3,Clayey,Cotton,5.6,24.0,46.6,20.4,Urea
23.2,87.7,14.8,Sandy,Potato,4.8,28.6,30.3,63.1,Urea
26.4,36.1,45.4,Loamy,Tomato,5.4,37.5,20.7,29.0,Potash
30.9,89.7,19.6,Silty,Wheat,7.1,80.4,37.3,59.1,SSP
39.0,73.0,19.9,Loamy,Rice,8.5,48.9,14.4,44.9,DAP
33.1,35.1,27.2,Clayey,Sugarcane,8.1,29.4,48.6,55.1,Urea
29.1,56.3,33.3,Chalky,Wheat,8.0,21.7,21.0,45.5,Urea
30.6,89.3,41.4,Chalky,Maize,5.5,23.9,47.0,57.5,Urea
22.9,33.1,47.1,Sandy,Maize,7.7,20.7,25.6,37.7,Urea
37.0,69.4,23.9,Sandy,Maize,7.4,78.7,40.2,78.5,Gypsum
31.0,41.5,29.8,Peaty,Maize,7.3,82.1,15.4,71.3,DAP
17.5,80.9,41.8,Chalky,Maize,6.8,39.5,30.9,14.4,Potash
29.1,49.2,48.6,Sandy,Wheat,4.9,12.0,32.8,35.9,Urea
39.7,42.1,44.2,Chalky,Cotton,4.7,62.0,27.6,23.6,Potash
21.4,66.8,11.6,Chalky,Rice,7.5,49.2,12.5,21.4,DAP
38.9,35.4,40.4,Sandy,Tomato,7.6,81.7,30.5,72.3,SSP
27.9,79.3,57.6,Loamy,Sugarcane,7.3,78.3,24.7,18.0,Potash
23.9,77.5,43.1,Silty,Wheat,5.7,40.3,20.4,70.2,SSP
19.2,88.4,21.3,Silty,Cotton,7.5,85.8,5.9,16.5,DAP
39.1,66.8,48.9,Clayey,Cotton,5.6,86.5,31.4,66.0,Potash
31.3,47.1,47.2,Sandy,Sugarcane,8.4,17.5,47.5,72.6,Urea
35.1,66.6,38.1,Loamy,Maize,8.4,28.2,6.8,12.8,Urea
26.2,59.8,16.9,Silty,Potato,7.8,30.8,38.5,71.9,SSP
29.8,71.9,15.3,Clayey,Potato,5.4,27.6,18.1,61.1,Urea
28.7,63.9,59.1,Peaty,Rice,5.3,12.9,18.2,18.1,Urea
16.2,58.7,56.0,Peaty,Cotton,7.8,37.3,35.5,66.9,SSP
30.5,42.6,31.9,Clayey,Potato,7.3,24.3,11.7,18.1,Urea
37.6,82.9,56.3,Peaty,Rice,7.6,19.9,35.1,45.5,Urea
31.7,58.9,17.3,Sandy,Cotton,6.3,55.8,8.6,76.0,DAP
18.1,82.4,31.9,Chalky,Rice,6.8,93.4,27.7,78.8,Complex Fertilizer
21.2,32.6,11.6,Clayey,Sugarcane,7.8,42.0,22.1,65.2,SSP
15.6,40.3,34.2,Peaty,Maize,4.8,89.5,46.7,65.9,Gypsum
37.2,42.6,54.4,Loamy,Maize,6.4,92.2,16.3,53.5,DAP
16.1,81.0,20.6,Loamy,Potato,5.5,60.3,37.7,77.0,Gypsum
34.7,64.9,18.2,Sandy,Tomato,6.5,25.0,48.6,17.5,Urea
21.6,30.0,15.1,Loamy,Cotton,6.8,46.4,32.3,25.8,Potash
27.9,86.6,37.7,Loamy,Sugarcane,7.7,57.8,46.7,18.5,Potash
15.2,36.9,53.3,Silty,Cotton,5.0,54.6,44.5,44.3,Gypsum
30.5,89.4,40.0,Peaty,Maize,4.9,25.1,49.7,25.8,Urea
28.4,76.0,36.6,Peaty,Potato,5.3,79.3,41.7,76.5,Gypsum
33.2,38.2,45.1,Silty,Rice,6.5,77.0,7.3,22.2,DAP
34.8,70.4,33.0,Chalky,Cotton,5.7,25.0,23.5,74.4,Urea
26.3,45.7,46.2,Loamy,Potato,7.5,56.4,45.8,37.6,Complex Fertilizer
26.8,74.2,44.8,Sandy,Rice,7.1,13.2,43.8,64.4,Urea
33.8,79.1,22.4,Peaty,Maize,5.4,93.8,49.7,63.8,Gypsum
30.0,62.0,57.0,Chalky,Tomato,5.2,66.1,30.0,67.5,Gypsum
38.7,81.4,43.5,Sandy,Tomato,7.4,34.3,28.8,69.1,Gypsum
30.7,49.2,29.3,Chalky,Tomato,8.2,72.7,39.5,23.3,Potash
38.6,55.6,51.0,Silty,Cotton,7.9,41.1,45.9,31.8,SSP
34.9,32.4,58.3,Sandy,Wheat,4.8,83.2,49.7,42.0,Gypsum
40.0,51.1,48.9,Loamy,Cotton,7.3,56.0,25.3,39.2,DAP
21.9,78.0,56.9,Sandy,Maize,7.5,54.4,7.8,11.0,DAP
35.5,85.1,56.1,Loamy,Rice,6.9,29.5,21.0,42.1,Urea
37.7,46.9,57.7,Loamy,Cotton,8.0,65.8,18.7,38.0,DAP
27.9,37.0,45.0,Chalky,Potato,4.6,88.4,34.1,26.8,Potash
18.8,53.1,24.9,Peaty,Cotton,5.8,62.5,21.4,24.6,Potash
36.9,89.3,43.8,Loamy,Potato,8.4,80.8,12.5,79.5,DAP
39.3,67.2,32.1,Loamy,Tomato,7.7,15.4,44.0,61.3,Urea
16.7,39.7,11.9,Chalky,Sugarcane,7.7,56.6,37.8,20.7,Potash
23.6,64.4,56.3,Peaty,Cotton,5.9,18.1,15.5,76.3,Urea
25.1,69.0,55.3,Sandy,Maize,5.2,23.1,10.3,71.8,Urea
32.1,80.1,28.3,Sandy,Tomato,5.6,42.9,37.1,71.1,Complex Fertilizer
23.3,45.9,27.5,Silty,Cotton,4.5,70.8,23.0,49.1,Gypsum
20.8,38.0,25.0,Chalky,Cotton,4.8,68.7,32.4,69.6,Gypsum
23.6,32.1,17.5,Chalky,Potato,7.0,27.8,48.6,29.8,Urea
37.4,40.4,13.5,Sandy,Maize,7.5,40.6,36.0,70.1,Urea
40.0,52.8,28.0,Sandy,Tomato,7.7,92.5,8.0,79.9,DAP
39.3,56.0,25.8,Clayey,Wheat,6.9,82.4,40.0,12.1,Potash
38.6,44.0,21.0,Clayey,Potato,5.6,71.0,11.0,26.0,DAP
19.3,40.4,52.6,Loamy,Sugarcane,5.8,93.2,16.7,29.5,DAP
